run_name,trait,representation,model,n_individuos,n_features,cv_outer,cv_inner,pearson_r,pearson_p,rmse,mae,r2,fit_time_s,best_params_mode_outer,run_path,n_configs_model,fits_por_config,fits_ejecutados_config,cv
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,blumeria_graminis,pca50,elasticnet,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7275604907832016,1.5667985373701112e-183,0.8014014751422804,0.6322391660321365,0.5259377823142577,4.084526700004062,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.1}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,heading_date,pca50,xgboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7786027302245537,1.8079063445989267e-226,19.94371530055511,13.014588939547185,0.6060913391167213,45.29094579999946,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,lodging,pca50,xgboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8681550432597918,0.0,0.785656660737437,0.5925105995986044,0.7536391976924317,62.34701839999616,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,plant_height,pca50,xgboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7889857225807233,1.2451869707304831e-236,8.80632546531322,6.534034863108495,0.6223978918136025,54.8961369000026,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,puccinia_hordei,pca50,xgboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7046676320863676,2.5817516664690373e-167,0.8440561956460569,0.6463975432560173,0.4957553275223563,75.55629349999799,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,pca50,elasticnet,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.348121688474148,5.66534554198145e-33,1.0510525178421648,0.8183921062918245,0.1209050870153466,3.848774500002037,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.3}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,pca50,ridge,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2097558292071325,1.675082435335487e-12,0.895027538041326,0.561704345763215,0.0437488302620265,1.9058960000038496,"{""model__alpha"": 1000.0}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,
53_snp_direct_legacy::snp_blocks_notebook_nested5x3,blumeria_graminis,snp_direct,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7486903640637232,4.8281842630515205e-200,0.7717045985656462,,0.5604206877118649,1717.856759599992,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
53_snp_direct_legacy::snp_blocks_notebook_nested5x3,heading_date,snp_direct,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8024063197835223,1.1902223064983716e-250,18.977351224782197,,0.6433398493062897,1705.786745099991,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
53_snp_direct_legacy::snp_blocks_notebook_nested5x3,lodging,snp_direct,ridge,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8773082887245263,0.0,0.7614187900438776,,0.7686054125306541,604.4759736999986,alpha=1.0,results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
53_snp_direct_legacy::snp_blocks_notebook_nested5x3,plant_height,snp_direct,elasticnet,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8106606698220638,8.01102990314925e-260,8.402719838015537,,0.6562167497007332,162.28656469998532,"alpha=0.1, l1_ratio=0.1",results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
53_snp_direct_legacy::snp_blocks_notebook_nested5x3,puccinia_hordei,snp_direct,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7341394465828697,1.6759776188526876e-188,0.807653921917471,,0.5383113406680755,1747.8644006999966,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
53_snp_direct_legacy::snp_blocks_notebook_nested5x3,ramularia_collo_cygni,snp_direct,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.3456882462274929,1.6520273804285676e-32,1.0566170222890785,,0.1115722013355461,1683.4270282999787,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
53_snp_direct_legacy::snp_blocks_notebook_nested5x3,rhynchosporium,snp_direct,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2856545604784612,2.750920411498821e-22,0.8824664254264136,,0.0704011753348398,1592.1469702000031,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,blumeria_graminis,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7631784297985205,2.3668590705929637e-212,0.7522206688660025,0.5869377568146481,0.5823373942575759,75.79340019999654,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,heading_date,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7972507952980223,3.857790834136004e-245,19.19990061560429,12.98729048201484,0.6349256175343062,70.76490539999213,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,lodging,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8723718291059903,0.0,0.7744385691331145,0.587212508644777,0.7606243536525659,80.40613400000439,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,plant_height,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8157712105074558,9.90205479575484e-266,8.2895698850206,6.110733144553868,0.6654130943313126,75.82588360000227,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,puccinia_hordei,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7551005779668721,2.207014567994201e-205,0.7795443953634316,0.5956109720568853,0.5698892460810736,82.05345180000586,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,ramularia_collo_cygni,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.3851505379723871,1.4419877747333559e-40,1.0354704290635364,0.7994025849722277,0.1467774307659416,74.72838629999023,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,rhynchosporium,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2739478058051922,1.470277909440009e-20,0.8834207988137073,0.5453959944964601,0.0683893954156649,80.14039390000107,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)"
