mean_r_73,mean_r_72,mean_r_gblup,mean_delta_r_73_minus_72,mean_delta_r_73_minus_gblup,traits_73_better_than_72,traits_73_better_than_gblup
0.6150165331723007,0.6367138227288837,0.6661101694934913,-0.021697289556583066,-0.05109363632119084,1,0
