representation,trait,model,n_individuos,n_features,cv_outer,cv_inner,pearson_r,pearson_p,rmse,mae,r2,fit_time_s,best_params_mode_outer,run_name,run_path,n_configs_model,fits_por_config,fits_ejecutados_config,cv,r2_norm,pearson_norm,rmse_norm_inv,score_composite,rank_trait
pca20,heading_date,adaboost,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7428414656465581,2.609446821076097e-195,21.665242153033976,16.731786654089426,0.53515250713258,89.48532440001145,"{""model__estimator"": ""DecisionTreeRegressor(max_depth=3, random_state=42)"", ""model__learning_rate"": 0.05, ""model__loss"": ""linear"", ""model__n_estimators"": 100}",40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.44211534402993935,0.5212858591175571,0.4158497883929299,0.46853043893758456,19.0
pca20,heading_date,svr_linear,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7460793719773648,6.495383519928461e-198,21.77482698065668,13.826452104917662,0.5304381298592047,23.35190379997948,"{""model__C"": 1, ""model__epsilon"": 0.1}",10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,0.41780493312209854,0.5473084452527607,0.392034089782584,0.46445216930646055,20.0
pca20,heading_date,decision_tree,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7027383061978627,5.096779452349896e-166,22.84451169580425,13.895181918196116,0.4831706642165162,117.46478509998995,"{""model__ccp_alpha"": 0.1, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,0.17406298254984426,0.19898255123049666,0.15956314159842083,0.18113084183182054,21.0
pca50,heading_date,decision_tree,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.677979550131043,2.7998913389803045e-150,23.578720658265848,14.902279972169223,0.4494156375252873,204.19383549998747,"{""model__ccp_alpha"": 0.1, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,0.0,0.0,0.0,0.0,22.0
snp_direct,lodging,ridge,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8773082887245263,0.0,0.7614187900438776,,0.7686054125306541,604.4759736999986,alpha=1.0,53_snp_direct_legacy::snp_blocks_notebook_nested5x3,results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",1.0,1.0,1.0,1.0,1.0
snp_direct,lodging,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8743518577966986,0.0,0.7691969093098011,,0.7638537369913991,1741.1159903999942,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",53_snp_direct_legacy::snp_blocks_notebook_nested5x3,results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",0.9605933655646735,0.957781159037089,0.9562195982233133,0.9585937294853677,2.0
pca50,lodging,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8732003826219472,0.0,0.7729795255956527,0.5909392225545772,0.7615254722202864,828.2316807999741,"{""model__max_depth"": 15, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.9412845811272845,0.9413377012116472,0.9349285309228738,0.9400346191201475,3.0
pca20,lodging,random_forest,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8725729694930571,0.0,0.7737745871963319,0.5951306115154796,0.7610346456390106,950.093090499984,"{""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500}",40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.9372140541100901,0.9323780279592373,0.9304533981658532,0.9339275124609016,4.0
snp_direct,lodging,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8723718291059903,0.0,0.7744385691331145,0.587212508644777,0.7606243536525659,80.40613400000439,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",0.9338114172532592,0.9295056746994812,0.9267160684887215,0.9306700504788404,5.0
pca50,lodging,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8716635087967395,0.0,0.77586653710282,0.585178935498616,0.7597407822326161,2168.025635800004,"{""model__learning_rate"": 0.01, ""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500, ""model__subsample"": 0.7}",40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.9264837755286051,0.9193906193448703,0.9186785199116714,0.9220854619317245,6.0
pca20,lodging,svr_rbf,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8716079407730642,0.0,0.776363253441289,0.5871921613575761,0.7594330517798089,47.22796560000279,"{""model__C"": 1, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,0.923931702821155,0.9185970890336813,0.9158826716964753,0.9201880510812297,7.0
snp_direct,lodging,elasticnet,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8708687688128822,0.0,0.7781022777277776,,0.7583541230446307,139.65002599998843,"alpha=0.1, l1_ratio=0.1",53_snp_direct_legacy::snp_blocks_notebook_nested5x3,results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",0.9149839222124638,0.9080414615920154,0.9060942923519412,0.91042901199218,8.0
pca20,lodging,gradient_boosting,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8685545162823342,0.0,0.7845767213563047,0.6005931117119025,0.7543160121085932,978.7726953999954,"{""model__learning_rate"": 0.01, ""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500, ""model__subsample"": 0.7}",40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.881495027579167,0.8749931469449306,0.8696518396655628,0.8765256377427517,9.0
pca50,lodging,xgboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8681550432597918,0.0,0.785656660737437,0.5925105995986044,0.7536391976924317,62.34701839999616,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.8758820647289262,0.8692885360747951,0.8635732262650747,0.8707828855745035,10.0
pca20,lodging,xgboost,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8669355306451074,0.0,0.7892568578135121,0.6037926299975298,0.7513761745150503,23.179801499994937,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.857114342410133,0.8518734804254307,0.8433089349785738,0.8522569161299403,11.0
pca50,lodging,svr_rbf,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8662731176032064,0.0,0.790897664457907,0.6015024391561473,0.7503413588828953,13.934697399992729,"{""model__C"": 1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,0.8485324009481348,0.8424139964900735,0.8340733895114091,0.8431932368775652,12.0
pca50,lodging,elasticnet,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.865532514196902,0.0,0.7997403874628296,0.622787801539813,0.7447274752654545,3.980350899997575,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.1}",45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.8019752954287522,0.8318379275100595,0.784300693475294,0.8103854278705835,13.0
pca50,lodging,adaboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8544527446735943,2.2054843e-317,0.8344372379318628,0.6477193185741686,0.7220969137118031,91.58226869994542,"{""model__estimator"": ""DecisionTreeRegressor(max_depth=3, random_state=42)"", ""model__learning_rate"": 0.05, ""model__loss"": ""square"", ""model__n_estimators"": 200}",40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.614295337307973,0.6736150436242043,0.5890038611709966,0.6329649246070703,14.0
pca20,lodging,adaboost,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8537838860014734,2.29183486e-316,0.8336476835740154,0.647582415841314,0.7226225752574889,75.32635940000182,"{""model__estimator"": ""DecisionTreeRegressor(max_depth=3, random_state=42)"", ""model__learning_rate"": 0.2, ""model__loss"": ""linear"", ""model__n_estimators"": 100}",40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.618654757936848,0.6640635138931554,0.5934479955213826,0.6317769078362779,15.0
pca20,lodging,svr_linear,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8497961786105552,2.0796934729878e-310,0.8355398629040038,0.6360643789251411,0.7213619864521743,96.47929840002324,"{""model__C"": 0.1, ""model__epsilon"": 0.5}",10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,0.6082004325491166,0.6071176936613598,0.5827975582539362,0.6026867621349778,16.0
pca50,lodging,ridge,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8493579945850006,9.164134465671e-310,0.8368719334398979,0.6247279965870405,0.7204728335289535,3.5265332000053604,"{""model__alpha"": 100.0}",45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.6008265022558967,0.600860276478618,0.5752997838868312,0.5957346682711722,17.0
pca20,lodging,elasticnet,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8387979204515535,7.778984529101394e-295,0.8618102242605281,0.6404853923286616,0.7035651221141899,2.4366104999935487,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.5}",45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.46060733170115337,0.45005881983030194,0.4349305822297754,0.4512525770585373,18.0
pca50,lodging,svr_linear,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8391176353497752,2.850553911657809e-295,0.8689320165994796,0.6271751147908566,0.6986455456442595,685.0773103000247,"{""model__C"": 0.1, ""model__epsilon"": 0.5}",11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,0.41980825989466847,0.4546244575099932,0.3948444226699161,0.4287419714958479,19.0
pca20,lodging,ridge,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8231520684424132,1.3495257201280326e-274,0.8991020310856362,0.6488571430918207,0.6773557173381006,1.8596331999942777,"{""model__alpha"": 100.0}",45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.24324728170481058,0.226630722293625,0.22502761854875103,0.23295672530912442,20.0
pca50,lodging,decision_tree,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8084048118788874,2.8483640780592055e-257,0.9384098411836888,0.697344660089945,0.6485276837611669,200.35026089998428,"{""model__ccp_alpha"": 0.01, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,0.0041703979254781275,0.016034873889273302,0.003777254518737483,0.008837559629648068,21.0
pca20,lodging,decision_tree,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.807281948341925,5.1487315694750127e-256,0.9390809162527196,0.7091228277958084,0.6480248146860629,125.81820109998807,"{""model__ccp_alpha"": 0.001, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 2}",20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,0.0,0.0,0.0,0.0,22.0
snp_direct,plant_height,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8157712105074558,9.90205479575484e-266,8.2895698850206,6.110733144553868,0.6654130943313126,75.82588360000227,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",1.0,1.0,1.0,1.0,1.0
snp_direct,plant_height,elasticnet,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8106606698220638,8.01102990314925e-260,8.402719838015537,,0.6562167497007332,162.28656469998532,"alpha=0.1, l1_ratio=0.1",53_snp_direct_legacy::snp_blocks_notebook_nested5x3,results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",0.9542643058546096,0.9592515681983498,0.9485487618837399,0.9551161019979318,2.0
snp_direct,plant_height,ridge,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8025876862028078,7.564804070211493e-251,8.573038418135264,,0.6421389054537542,553.6492192000151,alpha=1.0,53_snp_direct_legacy::snp_blocks_notebook_nested5x3,results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",0.8842517079616019,0.8948823668366644,0.8711019615147164,0.8858740222222499,3.0
snp_direct,plant_height,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8019804729266251,3.443330245648311e-250,8.585322395628712,,0.6411126398951372,1769.826567799988,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",53_snp_direct_legacy::snp_blocks_notebook_nested5x3,results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",0.8791478357616868,0.8900408069515598,0.8655162247618391,0.8807787020376665,4.0
pca50,plant_height,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7957630677865566,1.4025488707634918e-243,8.702831161110172,6.537820704139651,0.6312211019542431,816.7538175000227,"{""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 300}",40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.8299547735108479,0.8404668919923299,0.8120829593162506,0.8305852580645212,5.0
pca50,plant_height,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7934226228195442,3.7659178938388175e-241,8.725019954069657,6.55086078643241,0.6293382227230466,1279.4844327000028,"{""model__learning_rate"": 0.01, ""model__max_depth"": 4, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""model__subsample"": 0.7}",40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.8205907498590632,0.8218055667050815,0.8019933318806837,0.8173571930017947,6.0
pca20,plant_height,random_forest,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7935928998807116,2.51314982207208e-241,8.728224173384692,6.530883619506678,0.6290659254177393,713.9215786000132,"{""model__max_depth"": 15, ""model__max_features"": 0.3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.8192365480786363,0.8231632553806059,0.8005363180102317,0.8170671849857434,7.0
pca20,plant_height,svr_rbf,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7903791176010909,4.8727249320147414e-238,8.797274213093985,6.433293797806189,0.6231737013197702,32.895191100018565,"{""model__C"": 100, ""model__epsilon"": 0.5, ""model__gamma"": 0.01}",10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,0.7899330617472596,0.7975384543843435,0.7691380722223703,0.7888162208971154,8.0
pca50,plant_height,xgboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7889857225807233,1.2451869707304831e-236,8.80632546531322,6.534034863108495,0.6223978918136025,54.8961369000026,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.7860747693806176,0.7864283457959305,0.765022311491979,0.7820057083690151,9.0
pca20,plant_height,gradient_boosting,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7887058802869694,2.380209425407285e-236,8.810626102230753,6.583301691769147,0.6220289919580921,966.8884144999902,"{""model__learning_rate"": 0.01, ""model__max_depth"": 4, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500, ""model__subsample"": 0.7}",40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.7842401392487934,0.7841970486936801,0.7630667375987626,0.779988222696742,10.0
pca50,plant_height,svr_rbf,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7891555067592371,8.40055648484483e-237,8.824755409433171,6.4684010976644615,0.6208157409155882,13.366031499987002,"{""model__C"": 10, ""model__epsilon"": 0.5, ""model__gamma"": 0.01}",11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,0.7782063420358197,0.7877821045164006,0.7566418975520155,0.7777237581312914,11.0
pca20,plant_height,xgboost,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7856645658605594,2.554399427357249e-233,8.868678423509593,6.561200305513655,0.61703175765167,21.18280809999851,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.7593876582911526,0.7599474044542401,0.7366693443497098,0.755067893968099,12.0
pca50,plant_height,elasticnet,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7779029348862809,8.359337880352001e-226,9.011155163931244,6.700645362548628,0.604628025219788,4.051486600001226,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.5}",45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.6977008321059455,0.698060745117196,0.6718827094158808,0.6926811727724327,13.0
pca50,plant_height,ridge,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.776182087327852,3.525007108815372e-224,9.066502888553709,6.773124608728247,0.5997562540075052,2.794423999999708,"{""model__alpha"": 100.0}",45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.6734723101157637,0.6843397234695034,0.6467151429841828,0.6724678420309435,14.0
pca50,plant_height,svr_linear,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7750574765704048,3.993053633281333e-223,9.059344334226738,6.708792757690783,0.6003880379540731,175.7975380999851,"{""model__C"": 0.1, ""model__epsilon"": 0.5}",11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,0.6766143277876676,0.6753727417792436,0.6499702612895489,0.6707888800846743,15.0
pca20,plant_height,elasticnet,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7554664076854735,1.0815973306141825e-205,9.400181504986763,6.996533965895556,0.5697534220851644,2.6078970999951707,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.5}",45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.5242608136552096,0.5191651341065515,0.49498571231292704,0.5163675215672898,16.0
pca20,plant_height,ridge,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7536514468126917,3.676117429917003e-204,9.428206508933467,7.0528643116444805,0.5671841874491361,1.7682921000014176,"{""model__alpha"": 100.0}",45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,0.5114833749856748,0.5046937084981793,0.48224225893000344,0.5029192851795423,17.0
pca20,plant_height,svr_linear,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7496668855252678,7.600031605094988e-201,9.51818695853828,7.000909460852409,0.5588833930471973,23.12375339999562,"{""model__C"": 0.1, ""model__epsilon"": 0.1}",10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,0.4702014734061635,0.4729231711176261,0.44132659422237014,0.4655151766539899,18.0
pca20,plant_height,adaboost,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.747482256464934,4.699509881188854e-199,9.585879271171075,7.377774834674198,0.5525867349423841,110.5597623999929,"{""model__estimator"": ""DecisionTreeRegressor(max_depth=3, random_state=42)"", ""model__learning_rate"": 0.05, ""model__loss"": ""linear"", ""model__n_estimators"": 200}",40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.4388866368283519,0.45550422980455346,0.41054573038881575,0.4398654927309253,19.0
pca50,plant_height,adaboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7472360089336232,7.4610369732324905e-199,9.654918160894749,7.503867549501697,0.5461188570548249,91.03295349999098,"{""model__estimator"": ""DecisionTreeRegressor(max_depth=3, random_state=42)"", ""model__learning_rate"": 0.1, ""model__loss"": ""linear"", ""model__n_estimators"": 200}",40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,0.406720281964756,0.45354079748815945,0.37915255469201414,0.41993494271956905,20.0
pca20,plant_height,decision_tree,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7133059215222992,3.0229805829717086e-173,10.13974381115392,7.513458536675443,0.4993907030553266,144.46516979997978,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10}",20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,0.1743296262042717,0.1830023284654256,0.1586939569100848,0.1746715732498959,21.0
pca50,plant_height,decision_tree,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.6903543426812659,6.011093180268164e-158,10.488738595776647,7.910513687229484,0.4643372212649743,222.71762309997573,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,outputs_nested5x3\21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,0.0,0.0,0.0,0.0,22.0
snp_direct,puccinia_hordei,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7551005779668721,2.207014567994201e-205,0.7795443953634316,0.5956109720568853,0.5698892460810736,82.05345180000586,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",1.0,1.0,1.0,1.0,1.0
