trait,run_name,representation,model,n_individuos,n_features,cv_outer,cv_inner,pearson_r,pearson_p,rmse,mae,r2,fit_time_s,best_params_mode_outer,run_path,n_configs_model,fits_por_config,fits_ejecutados_config,cv,run_model,rank_pearson_trait,delta_pearson_to_best
plant_height,11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,pca50,svr_rbf,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7891555067592371,8.40055648484483e-237,8.824755409433171,6.4684010976644615,0.6208157409155882,13.366031499987002,"{""model__C"": 10, ""model__epsilon"": 0.5, ""model__gamma"": 0.01}",outputs_nested5x3\11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3 | svr_rbf,9.0,0.026615703748218755
plant_height,45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,pca50,xgboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7889857225807233,1.2451869707304831e-236,8.80632546531322,6.534034863108495,0.6223978918136025,54.8961369000026,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3 | xgboost,10.0,0.02678548792673252
plant_height,45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,pca20,xgboost,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7856645658605594,2.554399427357249e-233,8.868678423509593,6.561200305513655,0.61703175765167,21.18280809999851,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3 | xgboost,12.0,0.030106644646896386
plant_height,20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,pca20,decision_tree,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7133059215222992,3.0229805829717086e-173,10.13974381115392,7.513458536675443,0.4993907030553266,144.46516979997978,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10}",outputs_nested5x3\20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3 | decision_tree,21.0,0.10246528898515661
plant_height,21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,pca50,decision_tree,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.6903543426812659,6.011093180268164e-158,10.488738595776647,7.910513687229484,0.4643372212649743,222.71762309997573,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",outputs_nested5x3\21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3 | decision_tree,22.0,0.12541686782618988
puccinia_hordei,54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7551005779668721,2.207014567994201e-205,0.7795443953634316,0.5956109720568853,0.5698892460810736,82.05345180000586,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup | gblup,1.0,0.0
puccinia_hordei,53_snp_direct_legacy::snp_blocks_notebook_nested5x3,snp_direct,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7341394465828697,1.6759776188526876e-188,0.807653921917471,,0.5383113406680755,1747.8644006999966,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",53_snp_direct_legacy::snp_blocks_notebook_nested5x3 | xgboost,2.0,0.020961131384002463
puccinia_hordei,40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,pca50,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7192849302824953,1.7548202910009895e-177,0.8261854707950047,0.6369036593434994,0.5168814637544004,1110.4047198999906,"{""model__learning_rate"": 0.005, ""model__max_depth"": 5, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""model__subsample"": 0.7}",outputs_nested5x3\40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3 | gradient_boosting,4.0,0.03581564768437684
puccinia_hordei,11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,pca50,svr_rbf,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7070870023091229,5.923121136768727e-169,0.8424470755532053,0.6486718422633765,0.4976760925513828,13.666076199995588,"{""model__C"": 10, ""model__epsilon"": 0.5, ""model__gamma"": 0.01}",outputs_nested5x3\11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3 | svr_rbf,6.0,0.04801357565774922
puccinia_hordei,45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,pca50,xgboost,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7046676320863676,2.5817516664690373e-167,0.8440561956460569,0.6463975432560173,0.4957553275223563,75.55629349999799,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.7}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3 | xgboost,7.0,0.05043294588050451
puccinia_hordei,10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,pca20,svr_rbf,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7023483306495792,9.286651611046928e-166,0.8479497043873627,0.6495527475741468,0.4910925829907417,20.296996199991558,"{""model__C"": 1, ""model__epsilon"": 0.5, ""model__gamma"": 0.1}",outputs_nested5x3\10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3 | svr_rbf,9.0,0.05275224731729289
puccinia_hordei,40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,pca20,random_forest,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.6995317096444247,6.874228373242427e-164,0.8494086881614471,0.6556578620929662,0.4893398223661851,710.0268588000035,"{""model__max_depth"": 25, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 300}",outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3 | random_forest,10.0,0.05556886832244745
puccinia_hordei,45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,pca20,xgboost,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.6814499462820871,2.162863415528384e-152,0.8725979020809009,0.67032806577398,0.4610767461019641,24.189956299996997,"{""model__colsample_bytree"": 0.3, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.7}",outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3 | xgboost,12.0,0.07365063168478503
puccinia_hordei,20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,pca20,decision_tree,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.6289976743348548,2.623728444866338e-123,0.928671150382216,0.7206844611745735,0.3895887872553949,134.36545109999133,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",outputs_nested5x3\20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3 | decision_tree,19.0,0.12610290363201737
puccinia_hordei,21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,pca50,decision_tree,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.6052433261400866,6.8099529388221725e-112,0.9596005008396444,0.7396211218693184,0.3482522715341458,226.1020065000048,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 2}",outputs_nested5x3\21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3 | decision_tree,20.0,0.14985725182678555
ramularia_collo_cygni,54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.3851505379723871,1.4419877747333559e-40,1.0354704290635364,0.7994025849722277,0.1467774307659416,74.72838629999023,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup | gblup,1.0,0.0
ramularia_collo_cygni,10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,pca20,svr_rbf,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.3617207838327954,1.2004815841365192e-35,1.0466269896979128,0.8121917032276322,0.1282924795408779,18.624296199996024,"{""model__C"": 1, ""model__epsilon"": 0.5, ""model__gamma"": 0.01}",outputs_nested5x3\10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3 | svr_rbf,2.0,0.023429754139591696
ramularia_collo_cygni,45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,pca20,elasticnet,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.3575054438639063,8.35932300729943e-35,1.0476704792448008,0.8187642553420006,0.1265534241945579,2.527495599999384,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.3}",outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3 | elasticnet,3.0,0.02764509410848076
ramularia_collo_cygni,45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,pca50,elasticnet,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.348121688474148,5.66534554198145e-33,1.0510525178421648,0.8183921062918245,0.1209050870153466,3.848774500002037,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.3}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3 | elasticnet,4.0,0.03702884949823909
ramularia_collo_cygni,40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,pca20,random_forest,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.3461196702291273,1.3674576050808939e-32,1.0557450424350152,0.8180133967798886,0.1130379575490411,768.0995349999866,"{""model__max_depth"": 15, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 500}",outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3 | random_forest,5.0,0.039030867743259756
ramularia_collo_cygni,53_snp_direct_legacy::snp_blocks_notebook_nested5x3,snp_direct,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.3456882462274929,1.6520273804285676e-32,1.0566170222890785,,0.1115722013355461,1683.4270282999787,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",53_snp_direct_legacy::snp_blocks_notebook_nested5x3 | xgboost,6.0,0.039462291744894185
ramularia_collo_cygni,40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,pca50,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.3298375825073268,1.40058000482752e-29,1.0609656297568506,0.8200397253903149,0.1042443354741208,851.444096399995,"{""model__max_depth"": 15, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 500}",outputs_nested5x3\40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3 | random_forest,10.0,0.055312955465060265
ramularia_collo_cygni,11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,pca50,svr_rbf,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.3073489450246894,1.0332440818535168e-25,1.0708660410314106,0.8298232604177377,0.0874488299913687,13.742032999987714,"{""model__C"": 1, ""model__epsilon"": 0.5, ""model__gamma"": 0.01}",outputs_nested5x3\11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3 | svr_rbf,14.0,0.07780159294769767
ramularia_collo_cygni,20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,pca20,decision_tree,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2537597170449932,9.019076068571624e-18,1.1148995485694086,0.8694212039630174,0.0108585250317859,122.31573709999792,"{""model__ccp_alpha"": 0.01, ""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",outputs_nested5x3\20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3 | decision_tree,20.0,0.13139082092739385
ramularia_collo_cygni,21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,pca50,decision_tree,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2141412529367533,5.585655647291372e-13,1.112911021152822,0.8713150914558281,0.0143838306763016,187.9125781999901,"{""model__ccp_alpha"": 0.01, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",outputs_nested5x3\21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3 | decision_tree,22.0,0.17100928503563378
rhynchosporium,53_snp_direct_legacy::snp_blocks_notebook_nested5x3,snp_direct,xgboost,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2856545604784612,2.750920411498821e-22,0.8824664254264136,,0.0704011753348398,1592.1469702000031,"colsample_bytree=0.1, learning_rate=0.05, max_depth=5, n_estimators=400, reg_lambda=1.0, subsample=0.7",results\snp_blocks_notebook_nested5x3,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",53_snp_direct_legacy::snp_blocks_notebook_nested5x3 | xgboost,1.0,0.0
rhynchosporium,54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup,snp_direct,gblup,1110,61139,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2739478058051922,1.470277909440009e-20,0.8834207988137073,0.5453959944964601,0.0683893954156649,80.14039390000107,"fit_intercept=True, grm=vanraden, jitter=1e-08, optimize_delta=True",results\snp_blocks_notebook_nested5x3_gblup,1.0,15.0,20.0,"NestedKFold_manual(outer=5, inner=3, random_state=42)",54_snp_direct_gblup_legacy::snp_blocks_notebook_nested5x3_gblup | gblup,2.0,0.011706754673269038
rhynchosporium,40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,pca50,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2179625199301687,2.1034778258734667e-13,0.9047035457399762,0.568142422416262,0.0229612946329241,789.1961623999814,"{""model__max_depth"": 15, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 500}",outputs_nested5x3\40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3 | random_forest,4.0,0.0676920405482925
rhynchosporium,45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,pca20,ridge,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2138637946782554,5.991840192432745e-13,0.8943331886028384,0.5570846806717364,0.0452319464443266,1.5040124000006472,"{""model__alpha"": 300.0}",outputs_nested5x3\45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3 | ridge,5.0,0.07179076580020582
rhynchosporium,40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,pca20,random_forest,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2103053618850929,1.4616385503155932e-12,0.9065590327019848,0.5586723991181288,0.0189495017341544,804.2622588000086,"{""model__max_depth"": 25, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 300}",outputs_nested5x3\40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,,,,,40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3 | random_forest,6.0,0.0753491985933683
rhynchosporium,45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,pca50,ridge,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.2097558292071325,1.675082435335487e-12,0.895027538041326,0.561704345763215,0.0437488302620265,1.9058960000038496,"{""model__alpha"": 1000.0}",outputs_nested5x3\45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,,,,,45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3 | ridge,7.0,0.0758987312713287
rhynchosporium,11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,pca50,svr_linear,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.1900899014273151,1.7215764353798578e-10,0.9029191545133878,0.611969880506765,0.0268116166226093,795.3651468000025,"{""model__C"": 0.1, ""model__epsilon"": 0.5}",outputs_nested5x3\11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3 | svr_linear,11.0,0.09556465905114611
rhynchosporium,10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,pca20,svr_linear,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.1709858783744133,9.894601454034916e-09,0.9044309524729393,0.6171784767120256,0.0235499826066417,526.2406999999948,"{""model__C"": 0.1, ""model__epsilon"": 0.5}",outputs_nested5x3\10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,,,,,10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3 | svr_linear,16.0,0.1146686821040479
rhynchosporium,20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,pca20,decision_tree,1110,20,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.0873659244973129,0.003579368225288,0.9312703021604842,0.57614830053597,-0.0352629963117721,149.9408342000097,"{""model__ccp_alpha"": 0.01, ""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 2}",outputs_nested5x3\20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3 | decision_tree,21.0,0.19828863598114832
rhynchosporium,21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,pca50,decision_tree,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.0710007469302048,0.0179897562506895,0.922472583624028,0.5885467416436441,-0.0157951125421782,219.8587181999756,"{""model__ccp_alpha"": 0.1, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 2}",outputs_nested5x3\21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,,,,,21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3 | decision_tree,22.0,0.2146538135482564
