run_name,trait,model,r2_mean,r2_std,rmse_mean,rmse_std
45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,xgboost,-0.016551944485201822,0.07806400856261198,0.9093953660327152,0.14583083187703308
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,blumeria_graminis,elasticnet,0.5251097833492134,0.021297622339818825,0.8007807459412349,0.035258355215865185
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,blumeria_graminis,ridge,0.5197895993036237,0.022460620798705422,0.8053071092253201,0.037742733966082076
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,blumeria_graminis,xgboost,0.504938704868937,0.021141836278762836,0.8175340908278912,0.03300387081539559
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,heading_date,elasticnet,0.5930078815281575,0.06294909395251409,20.140399033302025,1.7601405839404136
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,heading_date,ridge,0.5911194853435499,0.06088063621686682,20.19046824104137,1.7096850675232667
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,heading_date,xgboost,0.6033072864963287,0.07326582960298056,19.861670113928685,2.0204703273830034
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,lodging,elasticnet,0.7425100094091394,0.0284143488034139,0.7992648340005749,0.0308304327984192
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,lodging,ridge,0.71649182048948,0.08770124218079488,0.831695758040859,0.10390379586589651
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,lodging,xgboost,0.750750383790904,0.03109306005898123,0.7854382132982991,0.020712365022970303
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,plant_height,elasticnet,0.6007976439736921,0.04134046994124886,8.993393132900337,0.6322552348001799
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,plant_height,ridge,0.5957635020214638,0.04006078471025067,9.050084850144852,0.6097528529364789
