run_name,trait,model,r2_mean,r2_std,pearson_mean,pearson_std,rmse_mean,rmse_std,n_folds,r2_cv,pearson_cv,rmse_cv
40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,gradient_boosting,0.11009509648729487,0.06387940467052336,0.35491572395135124,0.0880669403446015,1.0552625370624409,0.05887178580144401,5,0.5802202523878539,0.24813479482997758,0.05578875752125796
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,ridge,0.10864680774873418,0.06975204059846919,0.34668387709904147,0.08962137323994908,1.0561190462974608,0.06363187372606453,5,0.6420072714863715,0.2585103581680144,0.06025066392765568
40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,random_forest,0.10289682439681982,0.07145540751836492,0.34385295608729105,0.07787338632267131,1.0594549017091164,0.06327893379589958,5,0.6944374419447424,0.22647292961733984,0.05972782200905181
40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,gradient_boosting,0.09864719311327744,0.06650116601779868,0.3398174860068494,0.09380487427538385,1.0619600805231522,0.059111628375367486,5,0.6741313555818543,0.2760448715505273,0.05566275932542341
11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,svr_rbf,0.08517386753689929,0.057256050773856246,0.3401938862486468,0.07913145020765665,1.0698581719209084,0.051932285337960515,5,0.6722255596653703,0.2326069144870513,0.0485412802378442
40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,adaboost,0.08324014003837607,0.05695563128775318,0.31702308484644726,0.08237962164759197,1.0711072048202752,0.05455990580419996,5,0.6842327663251769,0.2598537002044921,0.050937857161883954
45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,xgboost,0.0802280741560742,0.10410280549721605,0.3359960030040292,0.08544884727728945,1.0721647678881427,0.0783428121657985,5,1.2975857465392524,0.25431507075476956,0.07306975057584794
45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,ridge,0.07221871699748592,0.08147446628585245,0.3425374977130381,0.04659592695323019,1.0767204900889609,0.05397751255703131,5,1.1281627488437485,0.1360316089897582,0.05013140648282042
40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,adaboost,0.061479940592262736,0.06604998320761404,0.29931436315892934,0.10598747531378737,1.0836234605170536,0.057743671236295514,5,1.0743338814469585,0.35410086637743593,0.05328757944087237
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,xgboost,0.05964412540383772,0.0926620304189358,0.3136323332529162,0.07817860370542296,1.0842786273839984,0.0709042420274441,5,1.5535818455135497,0.249268316485657,0.06539300898931515
21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,decision_tree,0.011505351736906146,0.04140424624503397,0.2227407884883609,0.03599389191251233,1.112219968476099,0.04384179978118429,5,3.598694519891993,0.1615954228984565,0.03941828147650851
20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,decision_tree,0.009331653319795661,0.08423682425569178,0.2629753505351782,0.09029844597034391,1.1132310548981628,0.06816910783664352,5,9.026998900290945,0.343372281039187,0.06123536307822419
