IID,POOL,cluster
SAMEA110189116,PGR_winter,0
SAMEA110189117,PGR_winter,0
SAMEA110189384,PGR_winter,0
SAMEA110189119,PGR_winter,0
SAMEA110189046,PGR_winter,0
SAMEA6618843,PGR_winter,2
SAMEA110188974,PGR_winter,0
SAMEA110189120,PGR_winter,0
SAMEA110188976,PGR_winter,0
SAMEA110189048,PGR_winter,0
SAMEA110189049,PGR_winter,0
SAMEA110189503,PGR_winter,0
SAMEA110188977,PGR_winter,0
SAMEA110189121,PGR_winter,0
SAMEA6618844,PGR_winter,0
SAMEA110188978,PGR_winter,0
SAMEA110189352,PGR_winter,0
SAMEA110188951,PGR_winter,0
SAMEA110188952,PGR_winter,0
SAMEA6618845,PGR_winter,0
SAMEA110189131,PGR_winter,0
SAMEA110189056,PGR_winter,0
SAMEA110189058,PGR_winter,0
SAMEA110189060,PGR_winter,0
SAMEA110189134,PGR_winter,0
SAMEA110189062,PGR_winter,0
SAMEA110189063,PGR_winter,0
SAMEA6618948,PGR_winter,0
SAMEA110189135,PGR_winter,0
SAMEA110189136,PGR_winter,0
SAMEA110189137,PGR_winter,0
SAMEA6618846,PGR_winter,0
SAMEA110189064,PGR_winter,0
SAMEA110189138,PGR_winter,0
SAMEA110188954,PGR_winter,0
SAMEA110189066,PGR_winter,0
SAMEA110189141,PGR_winter,0
SAMEA110189067,PGR_winter,0
SAMEA110189068,PGR_winter,0
SAMEA110189069,PGR_winter,0
SAMEA110189144,PGR_winter,0
SAMEA110188988,PGR_winter,0
SAMEA110188989,PGR_winter,0
SAMEA110188957,PGR_winter,0
SAMEA110188990,PGR_winter,0
SAMEA110189147,PGR_winter,0
SAMEA110189148,PGR_winter,0
SAMEA110188958,PGR_winter,0
SAMEA110189074,PGR_winter,1
SAMEA6618847,PGR_winter,1
SAMEA6618848,PGR_winter,0
SAMEA6435260,PGR_winter,-1
SAMEA110189721,PGR_winter,2
SAMEA6618849,PGR_winter,0
SAMEA110189387,PGR_winter,0
SAMEA110189210,PGR_winter,0
SAMEA110189388,PGR_winter,0
SAMEA6618850,PGR_winter,0
SAMEA6618851,PGR_winter,0
SAMEA110189391,PGR_winter,0
SAMEA110189357,PGR_winter,0
SAMEA110189398,PGR_winter,0
SAMEA110189359,PGR_winter,0
SAMEA110189400,PGR_winter,0
SAMEA110189401,PGR_winter,0
SAMEA110189362,PGR_winter,0
SAMEA6435261,PGR_winter,0
SAMEA6618852,PGR_winter,0
SAMEA110189363,PGR_winter,0
SAMEA110189364,PGR_winter,0
SAMEA6618853,PGR_winter,0
SAMEA110189365,PGR_winter,0
SAMEA110189366,PGR_winter,0
SAMEA110189367,PGR_winter,2
SAMEA6618854,PGR_winter,0
SAMEA6618921,PGR_winter,0
SAMEA110189368,PGR_winter,0
SAMEA110189402,PGR_winter,0
SAMEA6618855,PGR_winter,0
SAMEA6618856,PGR_winter,0
SAMEA110189404,PGR_winter,0
SAMEA110189214,PGR_winter,0
SAMEA110189581,PGR_winter,0
SAMEA6618857,PGR_winter,0
SAMEA6618858,PGR_winter,0
SAMEA6618859,PGR_winter,0
SAMEA110189510,PGR_winter,0
SAMEA110189405,PGR_winter,2
SAMEA110189410,PGR_winter,3
SAMEA110189512,PGR_winter,0
SAMEA6618860,PGR_winter,3
SAMEA6618861,PGR_winter,0
SAMEA6618862,PGR_winter,0
SAMEA110189514,PGR_winter,0
SAMEA110189458,PGR_winter,0
SAMEA6618863,PGR_winter,0
SAMEA110189277,PGR_winter,3
SAMEA110189555,PGR_winter,0
SAMEA110189614,PGR_winter,0
SAMEA110189412,PGR_winter,0
SAMEA110189483,PGR_winter,0
SAMEA6618864,PGR_winter,0
SAMEA110189590,PGR_winter,0
SAMEA110189190,PGR_winter,0
SAMEA110189415,PGR_winter,0
SAMEA6618865,PGR_winter,0
SAMEA110189372,PGR_winter,0
SAMEA110189416,PGR_winter,0
SAMEA110189417,PGR_winter,0
SAMEA110189373,PGR_winter,0
SAMEA6618866,PGR_winter,0
SAMEA110189666,PGR_winter,1
SAMEA110189667,PGR_winter,0
SAMEA110189668,PGR_winter,0
SAMEA110189374,PGR_winter,0
SAMEA110189375,PGR_winter,0
SAMEA110189492,PGR_winter,0
SAMEA110189423,PGR_winter,0
SAMEA110189480,PGR_winter,0
SAMEA6618867,PGR_winter,2
SAMEA110189722,PGR_winter,-1
SAMEA6618868,PGR_winter,0
SAMEA110189200,PGR_winter,-1
SAMEA110189425,PGR_winter,0
SAMEA110189224,PGR_winter,0
SAMEA110189377,PGR_winter,0
SAMEA110189673,PGR_winter,0
SAMEA6618869,PGR_winter,0
SAMEA110189674,PGR_winter,0
SAMEA110189493,PGR_winter,0
SAMEA110189426,PGR_winter,2
SAMEA110189428,PGR_winter,2
SAMEA110189557,PGR_winter,0
SAMEA110189570,PGR_winter,0
SAMEA6618870,PGR_winter,0
