Env	location	breeder	replication_org	block	year	trial	genotypes	dummy_rep	dummy_unrep	blumeria_graminis	puccinia_hordei	plant_height	heading_date	rhynchosporium	ramularia_collo_cygni	lodging
kws2020	kws	IPK Gatersleben	1	16	2020	SHAPE_II_spring	HOR 21439	1	0	7	5	94	70			
kws2020	kws	IPK Gatersleben	2	79	2020	SHAPE_II_spring	HOR 21439	1	0	8	4	98	69			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	6	2020	SHAPE_II_spring	HOR 21439	1	0	5			67			9
nordic_seed2020	nordic_seed	IPK Gatersleben	2	109	2020	SHAPE_II_spring	HOR 21439	1	0				67			9
nord_saat2020	nord_saat	nord_saat	1	25	2020	SHAPE_II_spring	HOR 21439	1	0	3	9		80			7
nord_saat2020	nord_saat	nord_saat	2	112	2020	SHAPE_II_spring	HOR 21439	1	0	4	8		83			5
syngenta2020	syngenta	syngenta	1	40	2020	SHAPE_II_spring	HOR 21439	0	1	6	9		76			7
limagrain2020	limagrain	limagrain	1	36	2020	SHAPE_II_spring	HOR 21439	0	1		4	105	78			8
secobra_LEM2020	secobra_LEM	secobra1	1	52	2020	SHAPE_II_spring	HOR 21439	0	1	6	5	85	57			1
Bauer2020	Bauer	Bauer	1	17	2020	SHAPE_II_spring	HOR 21439	0	1	1	1	90	68		7	7
kws2021	kws	kws	1	68	2021	SHAPE_II_spring	HOR 21439	0	1		9		81			
nordic_seed2021	nordic_seed	nordic_seed	1	47	2021	SHAPE_II_spring	HOR 21439	0	1			95	77			6
syngenta2021	syngenta	syngenta	1	42	2021	SHAPE_II_spring	HOR 21439	0	1	5	8		88			8
limagrain2021	limagrain	limagrain	1	9	2021	SHAPE_II_spring	HOR 21439	0	1		7	95	75			9
secobra_LEM2021	secobra_LEM	secobra1	1	71	2021	SHAPE_II_spring	HOR 21439	0	1	2	5		69	1	3	7
bauer2021	bauer	bauer	1	5	2021	SHAPE_II_spring	HOR 21439	0	1		6		82			9
secobra_FEL2021	secobra_FEL	secobra_FEL	1	11	2021	SHAPE_II_spring	HOR 21439	0	1	1	9	55	78		1	4
nord_saat2021	nord_saat	nord_saat	1	41	2021	SHAPE_II_spring	HOR 21439	0	1	1	9	100	80		1	7
kws2020	kws	IPK Gatersleben	1	42	2020	SHAPE_II_spring	HOR 21517	1	0	9	5	130	68			
kws2020	kws	IPK Gatersleben	2	105	2020	SHAPE_II_spring	HOR 21517	1	0	9	4	122	69			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	44	2020	SHAPE_II_spring	HOR 21517	1	0	3			67			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	88	2020	SHAPE_II_spring	HOR 21517	1	0				66			1
nord_saat2020	nord_saat	nord_saat	1	51	2020	SHAPE_II_spring	HOR 21517	1	0	5	7		78			3
nord_saat2020	nord_saat	nord_saat	2	99	2020	SHAPE_II_spring	HOR 21517	1	0	5	7		80			1
syngenta2020	syngenta	syngenta	1	32	2020	SHAPE_II_spring	HOR 21517	0	1	8	7		73			6
limagrain2020	limagrain	limagrain	1	38	2020	SHAPE_II_spring	HOR 21517	0	1		3	145	75			7
secobra_LEM2020	secobra_LEM	secobra1	1	16	2020	SHAPE_II_spring	HOR 21517	0	1	6	3	120	55			2
Bauer2020	Bauer	Bauer	1	35	2020	SHAPE_II_spring	HOR 21517	0	1	1	1	85	69		3	7
kws2021	kws	kws	1	21	2021	SHAPE_II_spring	HOR 21517	0	1		3		81			
nordic_seed2021	nordic_seed	nordic_seed	1	62	2021	SHAPE_II_spring	HOR 21517	0	1			125	75			2
syngenta2021	syngenta	syngenta	1	26	2021	SHAPE_II_spring	HOR 21517	0	1	6	8		83			6
limagrain2021	limagrain	limagrain	1	59	2021	SHAPE_II_spring	HOR 21517	0	1		8	130	73			6
secobra_LEM2021	secobra_LEM	secobra1	1	37	2021	SHAPE_II_spring	HOR 21517	0	1	3	4		58	1	1	6
bauer2021	bauer	bauer	1	4	2021	SHAPE_II_spring	HOR 21517	0	1	3	6		79			7
secobra_FEL2021	secobra_FEL	secobra_FEL	1	42	2021	SHAPE_II_spring	HOR 21517	0	1	3	4	115	75		3	6
nord_saat2021	nord_saat	nord_saat	1	17	2021	SHAPE_II_spring	HOR 21517	0	1	7	7	110	75		1	7
kws2020	kws	IPK Gatersleben	1	61	2020	SHAPE_II_spring	HOR 21609	1	0	9	6	104	67			
kws2020	kws	IPK Gatersleben	2	124	2020	SHAPE_II_spring	HOR 21609	1	0	9	7	95	66			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	39	2020	SHAPE_II_spring	HOR 21609	1	0	1			63			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	100	2020	SHAPE_II_spring	HOR 21609	1	0				64			1
nord_saat2020	nord_saat	nord_saat	1	36	2020	SHAPE_II_spring	HOR 21609	1	0	2	6		76			2
nord_saat2020	nord_saat	nord_saat	2	65	2020	SHAPE_II_spring	HOR 21609	1	0	7	9		78			1
syngenta2020	syngenta	syngenta	1	62	2020	SHAPE_II_spring	HOR 21609	0	1	5	8		71			2
limagrain2020	limagrain	limagrain	1	40	2020	SHAPE_II_spring	HOR 21609	0	1		3	120	73			9
secobra_LEM2020	secobra_LEM	secobra1	1	48	2020	SHAPE_II_spring	HOR 21609	0	1	5	4	80	54			1
Bauer2020	Bauer	Bauer	1	57	2020	SHAPE_II_spring	HOR 21609	0	1	1	1	90	65		7	7
kws2021	kws	kws	1	41	2021	SHAPE_II_spring	HOR 21609	0	1		9		81			
nordic_seed2021	nordic_seed	nordic_seed	1	29	2021	SHAPE_II_spring	HOR 21609	0	1			100	72			2
syngenta2021	syngenta	syngenta	1	26	2021	SHAPE_II_spring	HOR 21609	0	1	6	8		82			2
limagrain2021	limagrain	limagrain	1	10	2021	SHAPE_II_spring	HOR 21609	0	1		7	95	71			9
secobra_LEM2021	secobra_LEM	secobra1	1	63	2021	SHAPE_II_spring	HOR 21609	0	1	2	7		66	1	2	9
bauer2021	bauer	bauer	1	54	2021	SHAPE_II_spring	HOR 21609	0	1		6		79			
secobra_FEL2021	secobra_FEL	secobra_FEL	1	56	2021	SHAPE_II_spring	HOR 21609	0	1	3	1	92	73		8	4
nord_saat2021	nord_saat	nord_saat	1	9	2021	SHAPE_II_spring	HOR 21609	0	1	3	7	113	74		1	4
kws2020	kws	IPK Gatersleben	1	50	2020	SHAPE_II_spring	HOR 2164	1	0	9	2	105	75			
kws2020	kws	IPK Gatersleben	2	113	2020	SHAPE_II_spring	HOR 2164	1	0	9	2	98	75			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	37	2020	SHAPE_II_spring	HOR 2164	1	0	3			72			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	84	2020	SHAPE_II_spring	HOR 2164	1	0				72			1
nord_saat2020	nord_saat	nord_saat	1	47	2020	SHAPE_II_spring	HOR 2164	1	0	1	3		85			4
nord_saat2020	nord_saat	nord_saat	2	82	2020	SHAPE_II_spring	HOR 2164	1	0	1	4		83			3
syngenta2020	syngenta	syngenta	1	24	2020	SHAPE_II_spring	HOR 2164	0	1	4	3		91			1
limagrain2020	limagrain	limagrain	1	43	2020	SHAPE_II_spring	HOR 2164	0	1	2	3	125	83			9
secobra_LEM2020	secobra_LEM	secobra1	1	21	2020	SHAPE_II_spring	HOR 2164	0	1	5	4	97	62			1
Bauer2020	Bauer	Bauer	1	49	2020	SHAPE_II_spring	HOR 2164	0	1	1	1	90	70		5	7
kws2021	kws	kws	1	37	2021	SHAPE_II_spring	HOR 2164	0	1		3		89			
nordic_seed2021	nordic_seed	nordic_seed	1	25	2021	SHAPE_II_spring	HOR 2164	0	1			90	81			2
syngenta2021	syngenta	syngenta	1	15	2021	SHAPE_II_spring	HOR 2164	0	1	6	7		93			5
limagrain2021	limagrain	limagrain	1	32	2021	SHAPE_II_spring	HOR 2164	0	1		6	100	80			8
secobra_LEM2021	secobra_LEM	secobra1	1	44	2021	SHAPE_II_spring	HOR 2164	0	1	2	9		63	1	2	9
bauer2021	bauer	bauer	1	27	2021	SHAPE_II_spring	HOR 2164	0	1		2		88			8
secobra_FEL2021	secobra_FEL	secobra_FEL	1	28	2021	SHAPE_II_spring	HOR 2164	0	1	1	1	85	81		5	4
nord_saat2021	nord_saat	nord_saat	1	65	2021	SHAPE_II_spring	HOR 2164	0	1	1	1	110	86		1	1
kws2022	kws	kws	1	13	2022	SHAPE_II_spring	HOR 2164	0	1				47		2	
nordic_seed2022	nordic_seed	nordic_seed	1	4	2022	SHAPE_II_spring	HOR 2164	0	1	1	1	100	77	1		6
nord_saat2022	nord_saat	nord_saat	1	25	2022	SHAPE_II_spring	HOR 2164	0	1	7	4	105	76			4
syngenta2022	syngenta	syngenta	1	22	2022	SHAPE_II_spring	HOR 2164	0	1	5			75			
limagrain2022	limagrain	limagrain	1	2	2022	SHAPE_II_spring	HOR 2164	1	0	3	2	110	77			2
limagrain2022	limagrain	limagrain	2	32	2022	SHAPE_II_spring	HOR 2164	1	0	2	3	115	76			2
secobra_FEL2022	secobra_FEL	secobra2	1	1	2022	SHAPE_II_spring	HOR 2164	0	1			103	83		2	1
secobra_LEM2022	secobra_LEM	secobra1	1	2	2022	SHAPE_II_spring	HOR 2164	0	1	5	3	100	67			
kws2020	kws	IPK Gatersleben	1	37	2020	SHAPE_II_spring	HOR 21641	1	0	9	8	100	66			
kws2020	kws	IPK Gatersleben	2	100	2020	SHAPE_II_spring	HOR 21641	1	0	9	8	98	66			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	11	2020	SHAPE_II_spring	HOR 21641	1	0	3			62			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	98	2020	SHAPE_II_spring	HOR 21641	1	0				62			1
nord_saat2020	nord_saat	nord_saat	1	10	2020	SHAPE_II_spring	HOR 21641	1	0	5	9		75			2
nord_saat2020	nord_saat	nord_saat	2	72	2020	SHAPE_II_spring	HOR 21641	1	0	4	5		76			3
syngenta2020	syngenta	syngenta	1	9	2020	SHAPE_II_spring	HOR 21641	0	1	5	9		66			6
limagrain2020	limagrain	limagrain	1	28	2020	SHAPE_II_spring	HOR 21641	0	1		3	95	73			8
secobra_LEM2020	secobra_LEM	secobra1	1	46	2020	SHAPE_II_spring	HOR 21641	0	1	3	8	65	49			1
Bauer2020	Bauer	Bauer	1	24	2020	SHAPE_II_spring	HOR 21641	0	1	1	1	80	64		9	7
kws2021	kws	kws	1	49	2021	SHAPE_II_spring	HOR 21641	0	1		9		76			
nordic_seed2021	nordic_seed	nordic_seed	1	25	2021	SHAPE_II_spring	HOR 21641	0	1			80	72			2
syngenta2021	syngenta	syngenta	1	54	2021	SHAPE_II_spring	HOR 21641	0	1	6	9		78			8
limagrain2021	limagrain	limagrain	1	40	2021	SHAPE_II_spring	HOR 21641	0	1		8	100	69			7
secobra_LEM2021	secobra_LEM	secobra1	1	25	2021	SHAPE_II_spring	HOR 21641	0	1	2	8		60	1	6	9
bauer2021	bauer	bauer	1	7	2021	SHAPE_II_spring	HOR 21641	0	1		6		74			9
secobra_FEL2021	secobra_FEL	secobra_FEL	1	45	2021	SHAPE_II_spring	HOR 21641	0	1	2	1	58	70			1
nord_saat2021	nord_saat	nord_saat	1	9	2021	SHAPE_II_spring	HOR 21641	0	1	5	9	102	69		1	8
kws2022	kws	kws	1	27	2022	SHAPE_II_spring	HOR 21641	0	1				61		4	
nordic_seed2022	nordic_seed	nordic_seed	1	26	2022	SHAPE_II_spring	HOR 21641	0	1	1	1	70	62	3		6
nord_saat2022	nord_saat	nord_saat	1	23	2022	SHAPE_II_spring	HOR 21641	0	1	6	5	80	61			1
syngenta2022	syngenta	syngenta	1	11	2022	SHAPE_II_spring	HOR 21641	0	1	5			61			
limagrain2022	limagrain	limagrain	1	24	2022	SHAPE_II_spring	HOR 21641	1	0		6	90	61			4
limagrain2022	limagrain	limagrain	2	47	2022	SHAPE_II_spring	HOR 21641	1	0		6	85	61			2
secobra_FEL2022	secobra_FEL	secobra2	1	21	2022	SHAPE_II_spring	HOR 21641	0	1			69	66		9	1
secobra_LEM2022	secobra_LEM	secobra1	1	28	2022	SHAPE_II_spring	HOR 21641	0	1	3	8	70	49			
kws2020	kws	IPK Gatersleben	1	37	2020	SHAPE_II_spring	HOR 21681	1	0	9	7	110	66			
kws2020	kws	IPK Gatersleben	2	100	2020	SHAPE_II_spring	HOR 21681	1	0	9	4	106	66			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	54	2020	SHAPE_II_spring	HOR 21681	1	0	5			63			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	87	2020	SHAPE_II_spring	HOR 21681	1	0				63			1
nord_saat2020	nord_saat	nord_saat	1	38	2020	SHAPE_II_spring	HOR 21681	1	0	6	9		76			1
nord_saat2020	nord_saat	nord_saat	2	78	2020	SHAPE_II_spring	HOR 21681	1	0	1	6		73			3
syngenta2020	syngenta	syngenta	1	10	2020	SHAPE_II_spring	HOR 21681	0	1	6	9		71			3
limagrain2020	limagrain	limagrain	1	25	2020	SHAPE_II_spring	HOR 21681	0	1	2	3	120	75			3
secobra_LEM2020	secobra_LEM	secobra1	1	58	2020	SHAPE_II_spring	HOR 21681	0	1	7	4	80	53			1
Bauer2020	Bauer	Bauer	1	31	2020	SHAPE_II_spring	HOR 21681	0	1	1	1	90	63		7	5
kws2021	kws	kws	1	17	2021	SHAPE_II_spring	HOR 21681	0	1		9		81			
nordic_seed2021	nordic_seed	nordic_seed	1	31	2021	SHAPE_II_spring	HOR 21681	0	1			100	72			2
syngenta2021	syngenta	syngenta	1	48	2021	SHAPE_II_spring	HOR 21681	0	1	7	8		82			5
limagrain2021	limagrain	limagrain	1	5	2021	SHAPE_II_spring	HOR 21681	0	1		8	110	71			5
secobra_LEM2021	secobra_LEM	secobra1	1	43	2021	SHAPE_II_spring	HOR 21681	0	1	2	6		66	1	4	3
bauer2021	bauer	bauer	1	33	2021	SHAPE_II_spring	HOR 21681	0	1	3	6		79			2
secobra_FEL2021	secobra_FEL	secobra_FEL	1	36	2021	SHAPE_II_spring	HOR 21681	0	1	4	1	50	73		2	1
nord_saat2021	nord_saat	nord_saat	1	58	2021	SHAPE_II_spring	HOR 21681	0	1	5	8	130	70		1	4
kws2020	kws	IPK Gatersleben	1	38	2020	SHAPE_II_spring	HOR 21687	1	0	5	5	110	72			
kws2020	kws	IPK Gatersleben	2	101	2020	SHAPE_II_spring	HOR 21687	1	0	7	2	108	72			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	11	2020	SHAPE_II_spring	HOR 21687	1	0	1			68			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	74	2020	SHAPE_II_spring	HOR 21687	1	0				68			1
nord_saat2020	nord_saat	nord_saat	1	51	2020	SHAPE_II_spring	HOR 21687	1	0	3	8		83			3
nord_saat2020	nord_saat	nord_saat	2	72	2020	SHAPE_II_spring	HOR 21687	1	0	1	4		86			1
syngenta2020	syngenta	syngenta	1	40	2020	SHAPE_II_spring	HOR 21687	0	1	3	6		79			4
limagrain2020	limagrain	limagrain	1	50	2020	SHAPE_II_spring	HOR 21687	0	1		2	135	81			6
secobra_LEM2020	secobra_LEM	secobra1	1	36	2020	SHAPE_II_spring	HOR 21687	0	1	2	3	105	60			1
Bauer2020	Bauer	Bauer	1	46	2020	SHAPE_II_spring	HOR 21687	0	1	1	1	80	65		3	7
kws2021	kws	kws	1	60	2021	SHAPE_II_spring	HOR 21687	0	1		2		81			
nordic_seed2021	nordic_seed	nordic_seed	1	55	2021	SHAPE_II_spring	HOR 21687	0	1			100	80			2
syngenta2021	syngenta	syngenta	1	6	2021	SHAPE_II_spring	HOR 21687	0	1	2	7		88			7
limagrain2021	limagrain	limagrain	1	67	2021	SHAPE_II_spring	HOR 21687	0	1		7	110	78			8
secobra_LEM2021	secobra_LEM	secobra1	1	8	2021	SHAPE_II_spring	HOR 21687	0	1	1	3		69	1	3	7
bauer2021	bauer	bauer	1	59	2021	SHAPE_II_spring	HOR 21687	0	1		6		81			3
secobra_FEL2021	secobra_FEL	secobra_FEL	1	52	2021	SHAPE_II_spring	HOR 21687	0	1	1	1	90	78		1	4
nord_saat2021	nord_saat	nord_saat	1	10	2021	SHAPE_II_spring	HOR 21687	0	1	1	4	121	80		1	6
kws2022	kws	kws	1	7	2022	SHAPE_II_spring	HOR 21687	0	1				47		2	
nordic_seed2022	nordic_seed	nordic_seed	1	4	2022	SHAPE_II_spring	HOR 21687	0	1	1	1	110	78	1		3
nord_saat2022	nord_saat	nord_saat	1	24	2022	SHAPE_II_spring	HOR 21687	0	1	3	1	118	70			4
syngenta2022	syngenta	syngenta	1	14	2022	SHAPE_II_spring	HOR 21687	0	1	2			76			
limagrain2022	limagrain	limagrain	1	22	2022	SHAPE_II_spring	HOR 21687	1	0		2	125	73			2
limagrain2022	limagrain	limagrain	2	50	2022	SHAPE_II_spring	HOR 21687	1	0		2	125	73			2
secobra_FEL2022	secobra_FEL	secobra2	1	28	2022	SHAPE_II_spring	HOR 21687	0	1			95	83		2	1
secobra_LEM2022	secobra_LEM	secobra1	1	1	2022	SHAPE_II_spring	HOR 21687	0	1	2	4	125	62			
kws2020	kws	IPK Gatersleben	1	7	2020	SHAPE_II_spring	HOR 219	1	0	9	7	115	71			
kws2020	kws	IPK Gatersleben	2	70	2020	SHAPE_II_spring	HOR 219	1	0	9	6	105	72			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	50	2020	SHAPE_II_spring	HOR 219	1	0	3			67			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	92	2020	SHAPE_II_spring	HOR 219	1	0				68			1
nord_saat2020	nord_saat	nord_saat	1	37	2020	SHAPE_II_spring	HOR 219	1	0	5	8		90			1
nord_saat2020	nord_saat	nord_saat	2	101	2020	SHAPE_II_spring	HOR 219	1	0	4	9		87			2
syngenta2020	syngenta	syngenta	1	46	2020	SHAPE_II_spring	HOR 219	0	1	6	9		77			5
limagrain2020	limagrain	limagrain	1	31	2020	SHAPE_II_spring	HOR 219	0	1		4	130	81			8
secobra_LEM2020	secobra_LEM	secobra1	1	44	2020	SHAPE_II_spring	HOR 219	0	1	6	6	95	62			1
Bauer2020	Bauer	Bauer	1	1	2020	SHAPE_II_spring	HOR 219	0	1	1	1	115	69		7	5
kws2021	kws	kws	1	15	2021	SHAPE_II_spring	HOR 219	0	1		9		81			
nordic_seed2021	nordic_seed	nordic_seed	1	63	2021	SHAPE_II_spring	HOR 219	0	1			110	78			2
syngenta2021	syngenta	syngenta	1	50	2021	SHAPE_II_spring	HOR 219	0	1	7	8		87			6
limagrain2021	limagrain	limagrain	1	28	2021	SHAPE_II_spring	HOR 219	0	1		6	90	79			6
secobra_LEM2021	secobra_LEM	secobra1	1	19	2021	SHAPE_II_spring	HOR 219	0	1	2	7		69	1	1	6
bauer2021	bauer	bauer	1	57	2021	SHAPE_II_spring	HOR 219	0	1	2	6		81			6
secobra_FEL2021	secobra_FEL	secobra_FEL	1	47	2021	SHAPE_II_spring	HOR 219	0	1	2	3	75	78		2	3
nord_saat2021	nord_saat	nord_saat	1	43	2021	SHAPE_II_spring	HOR 219	0	1	4	8	123	77		1	3
kws2020	kws	IPK Gatersleben	1	23	2020	SHAPE_II_spring	HOR 22165	1	0	9	6	102	67			
kws2020	kws	IPK Gatersleben	2	86	2020	SHAPE_II_spring	HOR 22165	1	0	9	3	106	66			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	20	2020	SHAPE_II_spring	HOR 22165	1	0	9			65			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	76	2020	SHAPE_II_spring	HOR 22165	1	0				64			1
nord_saat2020	nord_saat	nord_saat	1	19	2020	SHAPE_II_spring	HOR 22165	1	0	2	6		75			2
nord_saat2020	nord_saat	nord_saat	2	98	2020	SHAPE_II_spring	HOR 22165	1	0	1	6		78			1
syngenta2020	syngenta	syngenta	1	28	2020	SHAPE_II_spring	HOR 22165	0	1	7	7		71			4
limagrain2020	limagrain	limagrain	1	34	2020	SHAPE_II_spring	HOR 22165	0	1	4	4	110	73			2
secobra_LEM2020	secobra_LEM	secobra1	1	1	2020	SHAPE_II_spring	HOR 22165	0	1	8	8	75	53			1
Bauer2020	Bauer	Bauer	1	8	2020	SHAPE_II_spring	HOR 22165	0	1	1	1	90	69		3	3
kws2021	kws	kws	1	25	2021	SHAPE_II_spring	HOR 22165	0	1		9		76			
nordic_seed2021	nordic_seed	nordic_seed	1	9	2021	SHAPE_II_spring	HOR 22165	0	1			105	73			2
syngenta2021	syngenta	syngenta	1	25	2021	SHAPE_II_spring	HOR 22165	0	1	7	8		82			1
limagrain2021	limagrain	limagrain	1	65	2021	SHAPE_II_spring	HOR 22165	0	1		6	105	72			3
secobra_LEM2021	secobra_LEM	secobra1	1	20	2021	SHAPE_II_spring	HOR 22165	0	1	4	7		63	1	6	4
bauer2021	bauer	bauer	1	60	2021	SHAPE_II_spring	HOR 22165	0	1	3	6		81	2		
secobra_FEL2021	secobra_FEL	secobra_FEL	1	30	2021	SHAPE_II_spring	HOR 22165	0	1	9		75	74		1	1
nord_saat2021	nord_saat	nord_saat	1	63	2021	SHAPE_II_spring	HOR 22165	0	1	5	5	114	73		1	1
kws2020	kws	IPK Gatersleben	1	18	2020	SHAPE_II_spring	HOR 22190	1	0	3	3	76	72			
kws2020	kws	IPK Gatersleben	2	81	2020	SHAPE_II_spring	HOR 22190	1	0	3	2	91	71			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	53	2020	SHAPE_II_spring	HOR 22190	1	0	1			68			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	101	2020	SHAPE_II_spring	HOR 22190	1	0				68			1
nord_saat2020	nord_saat	nord_saat	1	3	2020	SHAPE_II_spring	HOR 22190	1	0	4	3		87			1
nord_saat2020	nord_saat	nord_saat	2	82	2020	SHAPE_II_spring	HOR 22190	1	0	5	4		85			1
syngenta2020	syngenta	syngenta	1	5	2020	SHAPE_II_spring	HOR 22190	0	1	2	6		81			1
limagrain2020	limagrain	limagrain	1	23	2020	SHAPE_II_spring	HOR 22190	0	1		2	110	83			1
secobra_LEM2020	secobra_LEM	secobra1	1	56	2020	SHAPE_II_spring	HOR 22190	0	1	3	1	90	62			1
Bauer2020	Bauer	Bauer	1	13	2020	SHAPE_II_spring	HOR 22190	0	1	1	1	80	69		5	1
kws2021	kws	kws	1	37	2021	SHAPE_II_spring	HOR 22190	0	1		3		84			
nordic_seed2021	nordic_seed	nordic_seed	1	34	2021	SHAPE_II_spring	HOR 22190	0	1			75	81			2
syngenta2021	syngenta	syngenta	1	60	2021	SHAPE_II_spring	HOR 22190	0	1	1	7		90			2
limagrain2021	limagrain	limagrain	1	30	2021	SHAPE_II_spring	HOR 22190	0	1		7	90	78			1
secobra_LEM2021	secobra_LEM	secobra1	1	23	2021	SHAPE_II_spring	HOR 22190	0	1	1	2		69	1	8	1
bauer2021	bauer	bauer	1	21	2021	SHAPE_II_spring	HOR 22190	0	1		2		82			
secobra_FEL2021	secobra_FEL	secobra_FEL	1	37	2021	SHAPE_II_spring	HOR 22190	0	1	1	1	60	78		4	1
nord_saat2021	nord_saat	nord_saat	1	23	2021	SHAPE_II_spring	HOR 22190	0	1	1	2	111	79		1	1
kws2022	kws	kws	1	4	2022	SHAPE_II_spring	HOR 22190	0	1				47		2	
nordic_seed2022	nordic_seed	nordic_seed	1	29	2022	SHAPE_II_spring	HOR 22190	0	1	1	1	75	74	1		1
nord_saat2022	nord_saat	nord_saat	1	13	2022	SHAPE_II_spring	HOR 22190	0	1	1	1	90	71			1
syngenta2022	syngenta	syngenta	1	8	2022	SHAPE_II_spring	HOR 22190	0	1	1			73			
limagrain2022	limagrain	limagrain	1	17	2022	SHAPE_II_spring	HOR 22190	1	0		2	90	73			1
limagrain2022	limagrain	limagrain	2	31	2022	SHAPE_II_spring	HOR 22190	1	0	2	2	90	75			1
secobra_FEL2022	secobra_FEL	secobra2	1	3	2022	SHAPE_II_spring	HOR 22190	0	1			84	80		3	1
secobra_LEM2022	secobra_LEM	secobra1	1	9	2022	SHAPE_II_spring	HOR 22190	0	1	1	4	85	63			
kws2020	kws	IPK Gatersleben	1	53	2020	SHAPE_II_spring	HOR 2232	1	0	9	3	98	74			
kws2020	kws	IPK Gatersleben	2	116	2020	SHAPE_II_spring	HOR 2232	1	0	9	2	104	76			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	62	2020	SHAPE_II_spring	HOR 2232	1	0	1			68			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	67	2020	SHAPE_II_spring	HOR 2232	1	0				68			1
nord_saat2020	nord_saat	nord_saat	1	31	2020	SHAPE_II_spring	HOR 2232	1	0	4	6		85			1
nord_saat2020	nord_saat	nord_saat	2	104	2020	SHAPE_II_spring	HOR 2232	1	0	4	4		83			2
syngenta2020	syngenta	syngenta	1	61	2020	SHAPE_II_spring	HOR 2232	0	1	5	4		82			2
limagrain2020	limagrain	limagrain	1	38	2020	SHAPE_II_spring	HOR 2232	0	1	2	3	140	81			2
secobra_LEM2020	secobra_LEM	secobra1	1	57	2020	SHAPE_II_spring	HOR 2232	0	1	4	1	115	66			1
Bauer2020	Bauer	Bauer	1	42	2020	SHAPE_II_spring	HOR 2232	0	1	1	1	110	70		3	5
kws2021	kws	kws	1	20	2021	SHAPE_II_spring	HOR 2232	0	1		3		81			
nordic_seed2021	nordic_seed	nordic_seed	1	44	2021	SHAPE_II_spring	HOR 2232	0	1			110	79			2
syngenta2021	syngenta	syngenta	1	38	2021	SHAPE_II_spring	HOR 2232	0	1	6	8		89			7
limagrain2021	limagrain	limagrain	1	24	2021	SHAPE_II_spring	HOR 2232	0	1		5	100	78			8
secobra_LEM2021	secobra_LEM	secobra1	1	46	2021	SHAPE_II_spring	HOR 2232	0	1	2	4		72	1	1	1
bauer2021	bauer	bauer	1	59	2021	SHAPE_II_spring	HOR 2232	0	1		2		85			3
secobra_FEL2021	secobra_FEL	secobra_FEL	1	56	2021	SHAPE_II_spring	HOR 2232	0	1	1	2	85	79		2	2
nord_saat2021	nord_saat	nord_saat	1	25	2021	SHAPE_II_spring	HOR 2232	0	1	1	4	90	80		1	2
kws2020	kws	IPK Gatersleben	1	57	2020	SHAPE_II_spring	HOR 2348	1	0	7	7	110	78			
kws2020	kws	IPK Gatersleben	2	120	2020	SHAPE_II_spring	HOR 2348	1	0	7	7	107	76			
nordic_seed2020	nordic_seed	IPK Gatersleben	1	62	2020	SHAPE_II_spring	HOR 2348	1	0	1			72			1
nordic_seed2020	nordic_seed	IPK Gatersleben	2	110	2020	SHAPE_II_spring	HOR 2348	1	0				73			1
nord_saat2020	nord_saat	nord_saat	1	16	2020	SHAPE_II_spring	HOR 2348	1	0	6	8		88			1
nord_saat2020	nord_saat	nord_saat	2	87	2020	SHAPE_II_spring	HOR 2348	1	0	6	8		85			2
syngenta2020	syngenta	syngenta	1	55	2020	SHAPE_II_spring	HOR 2348	0	1	4	9		82			1
limagrain2020	limagrain	limagrain	1	50	2020	SHAPE_II_spring	HOR 2348	0	1		4	155	83			6
secobra_LEM2020	secobra_LEM	secobra1	1	15	2020	SHAPE_II_spring	HOR 2348	0	1	3	5	105	65			1
Bauer2020	Bauer	Bauer	1	59	2020	SHAPE_II_spring	HOR 2348	0	1	1	1	95	69		7	5
kws2021	kws	kws	1	63	2021	SHAPE_II_spring	HOR 2348	0	1		9		89			
nordic_seed2021	nordic_seed	nordic_seed	1	49	2021	SHAPE_II_spring	HOR 2348	0	1			110	81			2
syngenta2021	syngenta	syngenta	1	63	2021	SHAPE_II_spring	HOR 2348	0	1	3	8		92			2
limagrain2021	limagrain	limagrain	1	68	2021	SHAPE_II_spring	HOR 2348	0	1		7	115	78			8
