trait,model,fold,n_train,n_test,pearson_r,rmse,mae,r2,best_params,best_inner_r2
blumeria_graminis,decision_tree,1,888,222,0.6837767154241035,0.8733074942546152,0.6733097517498683,0.46245301539959427,"{""model__ccp_alpha"": 0.01, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.44849891812940396
blumeria_graminis,decision_tree,2,888,222,0.6651225191501401,0.8682105594248044,0.6849929485283778,0.43292074208536624,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.455539037018875
blumeria_graminis,decision_tree,3,888,222,0.7158845435307197,0.8509926544788379,0.6597534113861471,0.4992120907441605,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 20}",0.42934079968301625
blumeria_graminis,decision_tree,4,888,222,0.7004799856193412,0.7996017471274163,0.6163377800621596,0.4862077927337287,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.4324644245059466
blumeria_graminis,decision_tree,5,888,222,0.6353233110086809,0.88746942682175,0.6838724264569995,0.40227296776956534,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.4879352371525556
heading_date,decision_tree,1,888,222,0.7397668050555019,21.267170375276173,13.094778119093565,0.5317489513222111,"{""model__ccp_alpha"": 0.1, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.4229683132079271
heading_date,decision_tree,2,888,222,0.6811830403970758,23.154361175533158,14.678547919378117,0.45924142634494425,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 2}",0.4445721684906893
heading_date,decision_tree,3,888,222,0.6264907120168901,25.18211379938898,17.598426766443353,0.37478959317052374,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 5, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 20}",0.40201240875106087
heading_date,decision_tree,4,888,222,0.6478865755706306,25.86272351996693,15.12538197108536,0.3455449582295197,"{""model__ccp_alpha"": 0.1, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 2}",0.47847166621879106
heading_date,decision_tree,5,888,222,0.7198190133590012,22.098507617234567,14.01426508484573,0.5161189473625377,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2}",0.4416262604732273
lodging,decision_tree,1,888,222,0.8386097161994543,0.9225336294060016,0.7043505069532741,0.7020687600448892,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 20}",0.6082492038903663
lodging,decision_tree,2,888,222,0.7749919837519413,0.9890314284833631,0.7535634381992232,0.583580377067775,"{""model__ccp_alpha"": 0.001, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.641522148315719
lodging,decision_tree,3,888,222,0.8224308590973552,0.9093485162644689,0.6715279718239352,0.6718392192065119,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 20}",0.6401638788034826
lodging,decision_tree,4,888,222,0.8201053892790724,0.9148621508072504,0.6884340160671886,0.6703361473063574,"{""model__ccp_alpha"": 0.01, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.6237520767639314
lodging,decision_tree,5,888,222,0.7792344252415204,0.9539005227103452,0.6688473674061041,0.5918395871567823,"{""model__ccp_alpha"": 0.01, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.6274276976125883
plant_height,decision_tree,1,888,222,0.7165000030790113,10.130389010397316,7.667582778034469,0.48083601685979427,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.4698378235389704
plant_height,decision_tree,2,888,222,0.7001327338769268,10.114181129514211,7.4136541613082505,0.4597051137011251,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.4742401465301757
plant_height,decision_tree,3,888,222,0.6928455115908787,10.336339194233243,7.845592508758238,0.47007905365059155,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2}",0.4556442819281288
plant_height,decision_tree,4,888,222,0.6685432549208723,10.866034227267573,8.259012203976766,0.42553766366350976,"{""model__ccp_alpha"": 0.0, ""model__max_depth"": 3, ""model__max_features"": null, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 2}",0.4686268089647904
