representation,model,trait,pearson_r,r2,rmse,mae,source_file,source_notebook,notes
PCA20,ridge,blumeria_graminis,0.5564634667737411,0.1740202162859759,1.05783315452491,0.6605776127168009,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,ridge,puccinia_hordei,0.6324434941033938,0.3997963906833094,0.920873561025334,0.7202013034284654,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,ridge,ramularia_collo_cygni,0.3100626353533289,0.0755888554795082,1.077802334042234,0.8282177465237088,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,ridge,rhynchosporium,0.2138637946782554,0.0452319464443266,0.8943331886028384,0.5570846806717364,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,ridge,heading_date,0.751540274747138,0.5639832563590161,20.9826281678996,15.407312699649529,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,ridge,lodging,0.8231520684424132,0.6773557173381006,0.8991020310856362,0.6488571430918207,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,ridge,plant_height,0.7536514468126917,0.5671841874491361,9.428206508933467,7.0528643116444805,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,elastic_net,blumeria_graminis,0.6171768759741976,0.3351046359219723,0.9490937599461344,0.6538507155240276,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,elastic_net,puccinia_hordei,0.6449865952035013,0.4134132158241028,0.910367698793972,0.7186878360239836,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,elastic_net,ramularia_collo_cygni,0.3575054438639063,0.1265534241945579,1.0476704792448008,0.8187642553420006,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,elastic_net,rhynchosporium,0.2094290420045866,0.042921960279973,0.8954144193921717,0.5595290316162577,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,elastic_net,heading_date,0.7530665278995361,0.56621582402494,20.92883980080067,15.343688718180704,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,elastic_net,lodging,0.8387979204515535,0.7035651221141899,0.8618102242605281,0.6404853923286616,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,elastic_net,plant_height,0.7554664076854735,0.5697534220851644,9.400181504986763,6.996533965895556,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/45_pca20_blocks_unificado_nested5x3.ipynb,
PCA20,svr_linear,blumeria_graminis,0.6327387185382116,0.3526805744828808,0.9364655070895768,0.6510234088629716,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_linear,puccinia_hordei,0.5845248378058352,0.3205779766442967,0.97976182329767,0.7237643481146259,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_linear,ramularia_collo_cygni,0.2854973555072591,-0.0554326138885081,1.151653385255745,0.8357154274476261,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_linear,rhynchosporium,0.1709858783744133,0.0235499826066417,0.9044309524729393,0.6171784767120256,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_linear,heading_date,0.7460793719773648,0.5304381298592047,21.77482698065668,13.826452104917662,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_linear,lodging,0.8497961786105552,0.7213619864521743,0.8355398629040038,0.6360643789251411,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_linear,plant_height,0.7496668855252678,0.5588833930471973,9.51818695853828,7.000909460852409,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_rbf,blumeria_graminis,0.7286600238296017,0.529325074231858,0.7985332364094307,0.6196472968499208,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_rbf,puccinia_hordei,0.7023483306495792,0.4910925829907417,0.8479497043873627,0.6495527475741468,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_rbf,ramularia_collo_cygni,0.3617207838327954,0.1282924795408779,1.0466269896979128,0.8121917032276322,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_rbf,rhynchosporium,0.1696786904291045,0.0198083646115557,0.9061621212360002,0.6243750354050794,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_rbf,heading_date,0.7790985402831716,0.5956453473675068,20.206426866510853,11.35037255793163,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
PCA20,svr_rbf,lodging,0.8716079407730642,0.7594330517798089,0.776363253441289,0.5871921613575761,C:/Users/Reyes/OneDrive/PC_REYES/Master_Big_Data_Data_Science/14MBID/2026/Code/repo/outputs_nested5x3/10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3/summary_nested5x3.csv,nested5x3_unificados/10_pca20_svr_unificado_nested5x3.ipynb,
