representation,trait,model,n_individuos,n_features,cv_outer,cv_inner,pearson_r,pearson_p,rmse,mae,r2,fit_time_s,best_params_mode_outer
pca50,blumeria_graminis,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7317775274792232,1.0611997823248258e-186,0.7933169685663618,0.6134363901078733,0.5354541804784856,1117.7758279999834,"{""model__max_depth"": 15, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 500}"
pca50,heading_date,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7854585710776255,4.081037537989542e-233,19.748402497601656,13.345392883806044,0.6137688136081796,1111.9698242000013,"{""model__max_depth"": 15, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 500}"
pca50,lodging,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8732003826219472,0.0,0.7729795255956527,0.5909392225545772,0.7615254722202864,828.2316807999741,"{""model__max_depth"": 15, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}"
pca50,plant_height,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7957630677865566,1.4025488707634918e-243,8.702831161110172,6.537820704139651,0.6312211019542431,816.7538175000227,"{""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 300}"
pca50,puccinia_hordei,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7153519339534692,1.1044256794399587e-174,0.8306928938451769,0.6373185604342461,0.511595580797009,863.9751632000261,"{""model__max_depth"": 25, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500}"
pca50,ramularia_collo_cygni,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.32983758250732687,1.40058000482752e-29,1.0609656297568506,0.8200397253903149,0.10424433547412082,851.444096399995,"{""model__max_depth"": 15, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 500}"
pca50,rhynchosporium,random_forest,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.21796251993016877,2.1034778258734662e-13,0.9047035457399762,0.568142422416262,0.02296129463292418,789.1961623999814,"{""model__max_depth"": 15, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 500}"
pca50,blumeria_graminis,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7225178857031189,8.077283347648605e-180,0.8046978840023855,0.6261375191828072,0.52202983634668,2175.3241810000036,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300, ""model__subsample"": 0.7}"
pca50,heading_date,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7855202632593901,3.546946447635745e-233,19.68049548790525,12.670321334226426,0.6164204418961926,2148.5987379,"{""model__learning_rate"": 0.01, ""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500, ""model__subsample"": 0.7}"
pca50,lodging,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.8716635087967395,0.0,0.77586653710282,0.585178935498616,0.7597407822326161,2168.0256358000042,"{""model__learning_rate"": 0.01, ""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500, ""model__subsample"": 0.7}"
pca50,plant_height,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7934226228195442,3.7659178938388175e-241,8.725019954069657,6.55086078643241,0.6293382227230466,1279.4844327000028,"{""model__learning_rate"": 0.01, ""model__max_depth"": 4, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""model__subsample"": 0.7}"
pca50,puccinia_hordei,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.7192849302824953,1.7548202910009897e-177,0.8261854707950047,0.6369036593434994,0.5168814637544004,1110.4047198999906,"{""model__learning_rate"": 0.005, ""model__max_depth"": 5, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""model__subsample"": 0.7}"
pca50,ramularia_collo_cygni,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.31682418807565066,2.658940636338193e-27,1.0632753925075522,0.8225861939433832,0.10033990136769633,1110.9210623999825,"{""model__learning_rate"": 0.005, ""model__max_depth"": 5, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300, ""model__subsample"": 0.7}"
pca50,rhynchosporium,gradient_boosting,1110,50,"KFold(5, shuffle=True, random_state=42)","KFold(3, shuffle=True, random_state=42)",0.17909822531759095,1.868093956081324e-09,0.9038176411544032,0.5689712909431035,0.024873831142222524,1113.4791140000452,"{""model__learning_rate"": 0.005, ""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300, ""model__subsample"": 0.7}"
